特征名,重要性
C26_c004c6bb,0
C26_c0608db0,0
C26_c0a5516f,0
C26_c0ee4e87,0
C26_c107870d,0
C26_c15d6087,0
C26_c1b4fe66,0
C26_c23979db,0
C26_c250242d,0
C26_c26ea7d4,0
C26_c27f155b,0
C26_bebc2875,0
C26_afb16416,0
C26_b08abc12,0
C26_b0ff9e84,0
C26_b12333b3,0
C26_b1262ddd,0
C26_b13f4ade,0
C26_b178d8f7,0
C26_b1966909,0
C26_b1c17344,0
C26_b1c6644f,0
C26_b29c74dc,0
C26_b2a97390,0
C26_ba003504,0
C26_b3834924,0
C26_b4a4615f,0
C26_b4aa4b3d,0
C26_b4e0464b,0
C26_b731a9be,0
C26_b7d9c3bc,0
C26_b820b6c5,0
C26_b9048934,0
C26_b9465c01,0
C26_b95bf917,0
C26_b9809574,0
C26_b98a5b90,0
C26_b2febf0e,0
C24_cde6fafb,0
C24_ce327ac7,0
C24_cedad179,0
C24_cef97e9f,0
C24_cf01163c,0
C24_cf9f8644,0
C24_d08d9a3d,0
C24_d1736fdc,0
C24_d18dc394,0
C24_d2288502,0
C24_d2711e90,0
C26_42d56168,0
C24_d28d80ac,0
C24_d2928404,0
C24_d2e9e6b6,0
C24_d36c7dbf,0
C24_d3d40c0b,0
C24_d4af2638,0
C24_d553a122,0
C24_d61a7d0a,0
C24_d6689ddc,0
C24_d691765a,0
C24_d80a4a39,0
C24_d859b4dd,0
C24_d278603e,0
C24_c646e587,0
C24_c657e6e5,0
C24_c6a97854,0
C24_c6e449c2,0
C24_c70a58f2,0
C24_c73755d6,0
C24_c73799e5,0
C24_c797e324,0
C24_c82232f3,0
C24_c83e0347,0
C24_c892aaad,0
C24_cdd953ce,0
C24_c954b96f,0
C24_c9bc2384,0
C24_c9beb5ca,0
C24_c9e1b7a4,0
C24_cafb4e4d,0
C24_cb1f72c0,0
C24_cb8a00d8,0
C24_cbf73a37,0
C24_cbf84052,0
C24_cc0e3da8,0
C24_cd7bf52a,0
C24_cd9dfcdf,0
C24_c8a524a7,0
C24_e457a564,0
C24_e4ef8e56,0
C24_e525e48e,0
C24_e57e15ea,0
C24_e5fca70a,0
C24_e5fe7725,0
C24_e63dd16e,0
C24_e773f0cb,0
C24_e779f1f9,0
C24_e798ac81,0
C24_e83b649e,0
C24_d8f99e37,0
C24_e930a9c0,0
C24_eb2b9fc7,0
C24_eb8b03b7,0
C24_ed0a6d5f,0
C24_ed209d56,0
C24_eda696dc,0
C24_edc54ecb,0
C24_ee2c9e5e,0
C24_ee42de86,0
C24_ef38f1fc,0
C24_f090fae7,0
C24_f0f5931e,0
C24_e8732342,0
C24_d9030b58,0
C24_d9556584,0
C24_d982520c,0
C24_d9d34c25,0
C24_da408463,0
C24_da89b7d5,0
C24_dadea544,0
C24_daf673d3,0
C24_dc0c0119,0
C24_dc13346e,0
C24_dc49cc4e,0
C24_dcda2e04,0
C24_e448275f,0
C24_dd5daac7,0
C24_debaefff,0
C24_ded4aac9,0
C24_deda7b3f,0
C24_df487a73,0
C24_dfb22eaf,0
C24_dffccd89,0
C24_e0d419cd,0
C24_e186135a,0
C24_e29de47e,0
C24_e2fa205c,0
C24_e30e360a,0
C24_dd532e83,0
C24_a9d771cd,0
C24_aa8c8c09,0
C24_aa9b9ab9,0
C24_aaa9e441,0
C24_aab05942,0
C24_aab9e637,0
C24_ab246148,0
C24_abd1cf6d,0
C24_abda10be,0
C24_abe3a684,0
C24_abf08f1b,0
C24_c62cc6c2,0
C24_ac88b354,0
C24_acbaacbd,0
C24_acd8372a,0
C24_ad4c56a0,0
C24_ada925b2,0
C24_adc36d25,0
C24_adf537c3,0
C24_ae2cd100,0
C24_af062947,0
C24_af0cb2c3,0
C24_af647f02,0
C24_af931d1c,0
C24_ac73f6cb,0
C24_a2752662,0
C24_a283230e,0
C24_a2864bb6,0
C24_a36ce6fa,0
C24_a39c8d13,0
C24_a415643d,0
C24_a43e2630,0
C24_a4b9e88f,0
C24_a4bff677,0
C24_a57341ed,0
C24_a5862ce8,0
C24_a5938ba2,0
C24_a9b776de,0
C24_a65ed9eb,0
C24_a6e7d8d3,0
C24_a6e8741e,0
C24_a6ef0df0,0
C24_a78905c5,0
C24_a7b76909,0
C24_a7e54c7b,0
C24_a81956df,0
C24_a86c0565,0
C24_a90e7e17,0
C24_a90ebaa1,0
C24_a9a2ac1a,0
C24_a5ce2d0d,0
C24_ba835183,0
C24_bad0d6d8,0
C24_bb9cd625,0
C24_bc491035,0
C24_bcaac82f,0
C24_be2f0db5,0
C24_be673bbf,0
C24_beaf97ba,0
C24_becdd73c,0
C24_bfdeea11,0
C24_c0d61a5c,0
C24_afb24112,0
C24_c1b5bfd4,0
C24_c201359d,0
C24_c23c2e19,0
C24_c2fe6ca4,0
C24_c303ff14,0
C24_c396dd49,0
C24_c3a031e2,0
C24_c3a1e318,0
C24_c3cff491,0
C24_c54dcf6d,0
C24_c5c50484,0
C24_c5cbfccf,0
C24_c10c2e6c,0
C24_afe9396a,0
C24_b09a17c5,0
C24_b0d3c23d,0
C24_b0fb6a50,0
C24_b1052b7c,0
C24_b21dc903,0
C24_b258af68,0
C24_b27f37a5,0
C24_b2f178a3,0
C24_b31e0c83,0
C24_b34f3128,0
C24_b3540901,0
C24_b8e6cc90,0
C24_b43c75ff,0
C24_b4f0f308,0
C24_b550ee34,0
C24_b59ef8e3,0
C24_b6175649,0
C24_b61e3676,0
C24_b6a6d491,0
C24_b71d0371,0
C24_b743e4cd,0
C24_b7c6f617,0
C24_b889075b,0
C24_b8942a02,0
C24_b3b00bef,0
C26_20ee8133,0
C26_20ef4464,0
C26_20f0ba80,0
C26_216ef4df,0
C26_2171cee9,0
C26_21730844,0
C26_21cfe9f9,0
C26_21db0a46,0
C26_224b88ae,0
C26_2272c19e,0
C26_22a3ad95,0
C24_f11e1934,0
C26_235eada7,0
C26_24d28202,0
C26_2546059d,0
C26_25921c13,0
C26_259938d2,0
C26_25bf05c2,0
C26_26c64313,0
C26_2702fec5,0
C26_270f2890,0
C26_273183e4,0
C26_27582320,0
C26_28f3d990,0
C26_23318562,0
C26_0fd820a6,0
C26_1219b447,0
C26_12efea98,0
C26_13843d40,0
C26_13e48a90,0
C26_14886693,0
C26_162da209,0
C26_164d3259,0
C26_16b0b5f3,0
C26_16bb6903,0
C26_16edf87e,0
C26_175120e4,0
C26_2055fe54,0
C26_1a1d7a4e,0
C26_1a8cd4b6,0
C26_1aa2e416,0
C26_1b0ebd59,0
C26_1c7f8927,0
C26_1cc46575,0
C26_1d713772,0
C26_1de829c4,0
C26_1e004f06,0
C26_1f4b2057,0
C26_1faf87ce,0
C26_202fc83f,0
C26_17c3439f,0
C26_36e416d3,0
C26_3892454e,0
C26_3ad3379e,0
C26_3ad3a7c7,0
C26_3aea8740,0
C26_3bd3ec02,0
C26_3c2ab269,0
C26_3d08d77e,0
C26_3d76b19e,0
C26_3df61e3d,0
C26_3e01e343,0
C26_2921e678,0
C26_3e9198a6,0
C26_3fa606ce,0
C26_3fa6ef2a,0
C26_3ff1af9e,0
C26_402185f3,0
C26_408c563f,0
C26_409c7293,0
C26_40cd9f3b,0
C26_414c6af0,0
C26_41f92979,0
C26_4271e99f,0
C26_42c1aa63,0
C26_3e0e39d6,0
C26_29c815af,0
C26_2a4caf7c,0
C26_2a6f0559,0
C26_2bf605fd,0
C26_2d056c0b,0
C26_2d178235,0
C26_2ddaef64,0
C26_2f494e85,0
C26_2f49b025,0
C26_2fede552,0
C26_303cea07,0
C26_31129d1d,0
C26_364c4386,0
C26_322cbe58,0
C26_3246a38c,0
C26_32779ce9,0
C26_33358f02,0
C26_33ced911,0
C26_35021814,0
C26_3508d15a,0
C26_350c2118,0
C26_3547c540,0
C26_355a8ecb,0
C26_3607dab8,0
C26_3626d9ba,0
C26_32280082,0
C24_f9f7eb22,0
C24_fa470cd3,0
C24_faf5d8b3,0
C24_fb1d9706,0
C24_fb38505f,0
C24_fb55adff,0
C24_fb6b5384,0
C24_fc356f47,0
C24_fd1be8d4,0
C24_fd926e96,0
C24_fdd7a5a0,0
C26_0f43bbd8,0
C24_ff05d9df,0
C24_ff09b92e,0
C25_-1,0
C25_010f6491,0
C25_1575c75f,0
C25_2bf691b1,0
C25_33d94071,0
C25_3a6f6b59,0
C25_3d2bedd7,0
C25_445bbe3b,0
C25_46fbac64,0
C25_47907db5,0
C24_fe35ffe2,0
C24_f18e11cb,0
C24_f1b99840,0
C24_f1dd75f2,0
C24_f1fc44b5,0
C24_f271f41c,0
C24_f2b01507,0
C24_f2b4b250,0
C24_f2d15c63,0
C24_f2e9f0dd,0
C24_f31752db,0
C24_f33888e9,0
C24_f4b7f89f,0
C24_f9e0702f,0
C24_f516b788,0
C24_f556f019,0
C24_f689bb81,0
C24_f6a28e2b,0
C24_f6c8a517,0
C24_f6e33062,0
C24_f773db90,0
C24_f86cd581,0
C24_f8bdffd6,0
C24_f92eb023,0
C24_f96a556f,0
C24_f998e32f,0
C24_f4cd3bc3,0
C26_02864ca9,0
C26_029398e0,0
C26_02ad7ae7,0
C26_02fa3dea,0
C26_03219b28,0
C26_0347f0d3,0
C26_03764a6b,0
C26_04ab22e8,0
C26_06647a51,0
C26_06a75e35,0
C26_074bb89f,0
C25_5c813496,0
C26_08a0303f,0
C26_08f26f5a,0
C26_09555b11,0
C26_09b76f8d,0
C26_09dd415c,0
C26_0a47000d,0
C26_0afec7b1,0
C26_0bd3dba3,0
C26_0c1bbe81,0
C26_0cac137f,0
C26_0dac3b4c,0
C26_0eabc199,0
C26_07752963,0
C25_60c2b362,0
C25_724b04da,0
C25_7a402766,0
C25_8b8de563,0
C25_8f8c5acd,0
C25_9721386e,0
C25_9b3e8820,0
C25_9d93af03,0
C25_b9266ff0,0
C25_c0812fc5,0
C25_c243e98b,0
C25_c9f3bea7,0
C26_01849d96,0
C25_ce62e669,0
C25_e13f3bf1,0
C25_ea9a246c,0
C25_f0f449dd,0
C25_f55c04b6,0
C25_f5b6afe5,0
C25_fd2fe0bd,0
C26_-1,0
C26_0015d4de,0
C26_009abd69,0
C26_00cd7c8a,0
C26_01774abe,0
C25_cb079c2d,0
C18_fc35e8fe,0
C18_fc923ad0,0
C18_fcea3412,0
C18_fd3919f9,0
C18_fe94fad1,0
C18_ff58a873,0
C18_ffd53157,0
C18_fffe2a63,0
C19_0053530c,0
C19_01c1c86b,0
C19_03a07a24,0
C21_b7b2b111,0
C19_05802368,0
C19_05e4794e,0
C19_083e89d9,0
C19_09cc36c5,0
C19_0c5af688,0
C19_0cc116d5,0
C19_0ec8d23c,0
C19_18259a83,0
C19_18884750,0
C19_19b31d2c,0
C19_1a7bd53d,0
C19_1a9b8580,0
C19_04de9d96,0
C18_ec4c68e1,0
C18_ecf26b99,0
C18_eea3ab97,0
C18_eef7297e,0
C18_ef981aa1,0
C18_f03e8b05,0
C18_f0959f21,0
C18_f0ad6738,0
C18_f190d96a,0
C18_f54016b9,0
C18_f5508183,0
C18_fc16085c,0
C18_f68751cd,0
C18_f6942533,0
C18_f6a2fc70,0
C18_f724634a,0
C18_f855e3f0,0
C18_f8c14a22,0
C18_f953a972,0
C18_f9c50fb1,0
C18_fa0643ee,0
C18_fa3b8eee,0
C18_faeb6b69,0
C18_fbd95d13,0
C18_f5f4ae5b,0
C19_3a1e0f5a,0
C19_3a52a22f,0
C19_3b422a71,0
C19_3d1013ec,0
C19_40881e27,0
C19_423fab69,0
C19_449ed77b,0
C19_45d6674c,0
C19_4632bcdc,0
C19_46f1d1b5,0
C19_473e5032,0
C19_1afefdf0,0
C19_47e67bca,0
C19_49175026,0
C19_49463d54,0
C19_4b403ba3,0
C19_511667fb,0
C19_5389847f,0
C19_54e53a39,0
C19_555c64f6,0
C19_55dd3565,0
C19_566c492c,0
C19_5837ec60,0
C19_5af15ee4,0
C19_4764bf77,0
C19_1bd5359f,0
C19_1d04f4a4,0
C19_1d1eb838,0
C19_1d493a64,0
C19_1f4a1e60,0
C19_23a4bfcf,0
C19_245e2acd,0
C19_26e97973,0
C19_276c2365,0
C19_28e1676e,0
C19_2b47c6cd,0
C19_2b558521,0
C19_37c0d2e7,0
C19_2c434f3e,0
C19_2cb1577b,0
C19_2e30f394,0
C19_2efde463,0
C19_2f4b9dd2,0
C19_3014a4b1,0
C19_30c64fd7,0
C19_315ba0e1,0
C19_338f20de,0
C19_34a10404,0
C19_361d380e,0
C19_363a4009,0
C19_2bb27f45,0
C18_ca533012,0
C18_ca5a75f3,0
C18_ca5a79fa,0
C18_ca6a63cf,0
C18_caebc32e,0
C18_cb95e657,0
C18_cbadff99,0
C18_cbae5931,0
C18_cbd13810,0
C18_cc0b0790,0
C18_cc693e93,0
C18_ebf139cf,0
C18_ce18773b,0
C18_ce1aaf99,0
C18_ce500fd8,0
C18_cf1cde40,0
C18_d0e5eb07,0
C18_d1464cb7,0
C18_d1605c46,0
C18_d19de31c,0
C18_d2651d6e,0
C18_d2f0bce2,0
C18_d3303ea5,0
C18_d495a339,0
C18_cdfa8259,0
C18_bf6b118a,0
C18_c04ce6df,0
C18_c0b5f1cd,0
C18_c1299c0b,0
C18_c191a3ff,0
C18_c21c3e4c,0
C18_c235abed,0
C18_c24ac50d,0
C18_c2ce2fbb,0
C18_c2d5aae5,0
C18_c3186a4a,0
C18_c342ea0e,0
C18_c9da8737,0
C18_c402f369,0
C18_c4ba79ab,0
C18_c587eafc,0
C18_c61e82d7,0
C18_c68ebaa0,0
C18_c786d1ea,0
C18_c79539f7,0
C18_c7cf2414,0
C18_c7dbecd5,0
C18_c90735c5,0
C18_c9ac134a,0
C18_c9bfd921,0
C18_c3854c72,0
C18_e1e3d16a,0
C18_e20d00da,0
C18_e261f8d8,0
C18_e3296f92,0
C18_e32bf683,0
C18_e37d2c6d,0
C18_e392c918,0
C18_e3d9ff6e,0
C18_e4ca448c,0
C18_e5213cd5,0
C18_e5c40f39,0
C18_d4aabcd5,0
C18_e727949e,0
C18_e7648a8f,0
C18_e7e991cb,0
C18_e85b49c7,0
C18_e8623312,0
C18_e88ffc9d,0
C18_e90118d1,0
C18_e96a7df2,0
C18_ea3e5063,0
C18_eae36289,0
C18_eb0f5533,0
C18_eb4d3f8a,0
C18_e5f8f18f,0
C18_d5288836,0
C18_d5d1ae1c,0
C18_d632055f,0
C18_d6be9f7b,0
C18_d942f032,0
C18_d981a095,0
C18_d9942b4c,0
C18_da1e469c,0
C18_da507f45,0
C18_da72d4a6,0
C18_da953fbe,0
C18_da9d18bb,0
C18_e1c789af,0
C18_dbebbe86,0
C18_dc593eab,0
C18_dd489dad,0
C18_deab2e92,0
C18_df00d249,0
C18_df4fffb7,0
C18_dff11f14,0
C18_e01eacde,0
C18_e138f81d,0
C18_e14dc045,0
C18_e161d23a,0
C18_e1b6ea80,0
C18_db2a6191,0
C19_fb2680c1,0
C19_fbf39fb5,0
C19_fc134659,0
C19_fefc1f4c,0
C21_-1,0
C21_0010308e,0
C21_0014c32a,0
C21_00401168,0
C21_004718bf,0
C21_00680113,0
C21_0094bc78,0
C19_5b885066,0
C21_0160e488,0
C21_01abe216,0
C21_020a0292,0
C21_0233fe68,0
C21_024aef1e,0
C21_024d1e8b,0
C21_02a01d3d,0
C21_02d8e23d,0
C21_02eaf48d,0
C21_036ba1d7,0
C21_0370bc83,0
C21_0421c25a,0
C21_01302976,0
C19_dcb7a0e1,0
C19_de2c6717,0
C19_df1de58f,0
C19_dfdebe48,0
C19_e29e5544,0
C19_e3b5ceb7,0
C19_e51f040f,0
C19_e5e1bbb7,0
C19_e6786b15,0
C19_e8a609b0,0
C19_ea132b7c,0
C19_fae651c5,0
C19_ed9c25e8,0
C19_edb3d180,0
C19_efa3470f,0
C19_f08320ef,0
C19_f1ed3100,0
C19_f2edb1f7,0
C19_f30f7842,0
C19_f44bef3c,0
C19_f6277d14,0
C19_f6a3e43b,0
C19_f8459d1a,0
C19_f879afc0,0
C19_ec0a2ffc,0
C21_08fc5eaf,0
C21_0909cbc8,0
C21_09f172ad,0
C21_09f4f5ca,0
C21_0aa1048f,0
C21_0aaa4031,0
C21_0ac4575d,0
C21_0b24d178,0
C21_0baa810e,0
C21_0bf4a9b7,0
C21_0c61029b,0
C21_0429f84b,0
C21_0ce9e052,0
C21_0d0170a9,0
C21_0d281e44,0
C21_0d9a7096,0
C21_0d9e275d,0
C21_0dd41d11,0
C21_0e4974a6,0
C21_0e63fca0,0
C21_0e8585d2,0
C21_0f2cf629,0
C21_0f702210,0
C21_0f78ab39,0
C21_0cc1a6ab,0
C21_0443b252,0
C21_0449446c,0
C21_04875965,0
C21_04b8f433,0
C21_053a45ab,0
C21_05427ba1,0
C21_0557cc46,0
C21_0586873f,0
C21_059d6830,0
C21_05afbcbe,0
C21_0610214f,0
C21_0628293c,0
C21_08ae854d,0
C21_0674badf,0
C21_06b9b6ef,0
C21_06c4ef72,0
C21_06f9041b,0
C21_0741a527,0
C21_07b2853e,0
C21_07b5194c,0
C21_08119c8b,0
C21_084c6d62,0
C21_087cec32,0
C21_0890df1d,0
C21_08a21ede,0
C21_063f57dd,0
C19_7839a083,0
C19_790d09cc,0
C19_79849f24,0
C19_7a45f7f2,0
C19_7be4df37,0
C19_7c629f16,0
C19_7d1c0c2a,0
C19_7d7d0ad4,0
C19_7e57d0f3,0
C19_83552c76,0
C19_841389cd,0
C19_dbe199cf,0
C19_85684dc0,0
C19_86073ec9,0
C19_872eb0d7,0
C19_8733cf72,0
C19_8addf1f5,0
C19_8c8dd18c,0
C19_8eca41bf,0
C19_9437f62f,0
C19_9653bb65,0
C19_966f1c31,0
C19_96794921,0
C19_9890ba64,0
C19_8491d222,0
C19_5b9203c4,0
C19_5ce524d1,0
C19_5d097c5a,0
C19_5e200364,0
C19_5e89f4c8,0
C19_5fd56cf9,0
C19_609029d1,0
C19_610c11f9,0
C19_647e63d4,0
C19_656485cf,0
C19_65e326cb,0
C19_67b50e6d,0
C19_7734aa05,0
C19_6cfd515f,0
C19_6f3756eb,0
C19_6f62a118,0
C19_6f86de17,0
C19_6fb9a07c,0
C19_712d530c,0
C19_72bdebf3,0
C19_72d4f58d,0
C19_733bf73d,0
C19_738584ec,0
C19_74f2710c,0
C19_75916440,0
C19_68c36492,0
C19_bdcd34dd,0
C19_bdffef68,0
C19_c220703e,0
C19_c27239bd,0
C19_c393dc22,0
C19_c4209246,0
C19_c5f356b7,0
C19_c60a4703,0
C19_c68db44a,0
C19_c79aad78,0
C19_c85b2f47,0
C19_9902b8f1,0
C19_cb6b4a8b,0
C19_cd11c728,0
C19_cdc8f390,0
C19_cdff2091,0
C19_cf99e5de,0
C19_d0289910,0
C19_d13f30e6,0
C19_d16737e3,0
C19_d630e5f7,0
C19_d7f00e59,0
C19_d96315b0,0
C19_d9aa05dc,0
C19_cac441d4,0
C19_99f90f6d,0
C19_9bcb61cc,0
C19_9d523618,0
C19_a153cea2,0
C19_a2c503f1,0
C19_a2eea4d0,0
C19_a34d2cf6,0
C19_a35e3db3,0
C19_a4038074,0
C19_a4558105,0
C19_a52d17b7,0
C19_a74f573d,0
C19_bb16f112,0
C19_abfaf938,0
C19_ac1a2337,0
C19_aecf55cd,0
C19_afd8410c,0
C19_b077911b,0
C19_b2166334,0
C19_b386900c,0
C19_b68c42d2,0
C19_b87498e2,0
C19_b8868b4a,0
C19_b8a0b6d7,0
C19_ba92e49d,0
C19_aa0cf899,0
C18_381bd833,0
C18_385c471a,0
C18_38748bc3,0
C18_387f058a,0
C18_38dce391,0
C18_395856b0,0
C18_3987fb8a,0
C18_3a2028fd,0
C18_3ae505af,0
C18_3b659b79,0
C18_3bd9c94c,0
C18_bf4e216d,0
C18_3cbc29b4,0
C18_3d6594d8,0
C18_3dde2dc8,0
C18_3e340673,0
C18_3e608631,0
C18_3f10e4b9,0
C18_3f6bf69a,0
C18_416587b1,0
C18_416e8695,0
C18_4172ab05,0
C18_4240e004,0
C18_426a24d8,0
C18_3cb7e3f0,0
C18_2a5c1ed3,0
C18_2a64e498,0
C18_2a92b119,0
C18_2a93f7c8,0
C18_2ae4f30d,0
C18_2b0a9d11,0
C18_2b46823a,0
C18_2b829a72,0
C18_2c698a26,0
C18_2c6cb693,0
C18_2cad38b8,0
C18_35901cfb,0
C18_2efa89c6,0
C18_2f261d78,0
C18_3009c5ce,0
C18_30adf650,0
C18_30d1165e,0
C18_311e1ffe,0
C18_3182300e,0
C18_31f7449a,0
C18_3412118d,0
C18_341f23a1,0
C18_34e96547,0
C18_35176a17,0
C18_2ef5e1bc,0
C18_50d0678c,0
C18_51369abb,0
C18_5162930e,0
C18_519b56d4,0
C18_52b872ed,0
C18_52e44668,0
C18_53515e19,0
C18_539ccba3,0
C18_54bc392c,0
C18_570391ac,0
C18_57598e25,0
C18_42a2edb9,0
C18_58b6f121,0
C18_5911fc7e,0
C18_5a5b8bf9,0
C18_5a6878f5,0
C18_5a87d8e9,0
C18_5ab59e5b,0
C18_5aed7436,0
C18_5b22094b,0
C18_5bb2ec8e,0
C18_5ccbf8bc,0
C18_5ce4203e,0
C18_5d203384,0
C18_582152eb,0
C18_43a9e4b1,0
C18_4427594e,0
C18_44631fc4,0
C18_449d6705,0
C18_44fa4e35,0
C18_456d734d,0
C18_45e3284c,0
C18_45e764d2,0
C18_464616eb,0
C18_4771e483,0
C18_479030a6,0
C18_47e4d79e,0
C18_4f8254d4,0
C18_4873986c,0
C18_48970815,0
C18_48c6d900,0
C18_4903cd40,0
C18_4ac4fd60,0
C18_4ae65742,0
C18_4b17f8a2,0
C18_4b340164,0
C18_4bc528ec,0
C18_4bcc9449,0
C18_4cb86eeb,0
C18_4e6b896a,0
C18_47ecd034,0
C18_082ff924,0
C18_08d20fe7,0
C18_08ed8a1c,0
C18_09186e1c,0
C18_0a106e05,0
C18_0b331314,0
C18_0b502ecd,0
C18_0b6c4a46,0
C18_0bb24413,0
C18_0bcb7dd3,0
C18_0bcc943a,0
C18_2a40f0da,0
C18_0c425168,0
C18_0d6480a8,0
C18_0e128609,0
C18_0e2b2aec,0
C18_0f2f9850,0
C18_0f4a15b0,0
C18_0fc6cea4,0
C18_102bad49,0
C18_108eb01c,0
C18_118f3bce,0
C18_12195b22,0
C18_124c6b00,0
C18_0c1cbf43,0
C16_fe49babc,0
C16_fe761b4f,0
C16_ff2d2256,0
C16_ff5a027e,0
C16_ffda1616,0
C16_ffe60785,0
C17_1e88c74f,0
C17_2005abd1,0
C17_27c07bd6,0
C18_003d4f4f,0
C18_004fdf10,0
C18_005c6740,0
C18_07070d63,0
C18_020c927a,0
C18_0280dd56,0
C18_02a76863,0
C18_02e8d897,0
C18_048d01f4,0
C18_04bd1bd7,0
C18_04c62c3d,0
C18_04d863d5,0
C18_05c7f49f,0
C12_a7d3279d,0
C18_06747363,0
C18_06c23e12,0
C18_01890ebf,0
C18_1c437c51,0
C18_1cdbd1c5,0
C18_1e3d9f94,0
C18_1e42ba17,0
C18_1f8f8372,0
C18_1f9656b8,0
C18_1f98b1e5,0
C18_20157126,0
C18_21eb63af,0
C18_236eaece,0
C18_23a483c8,0
C18_126d5ace,0
C18_257796a3,0
C18_2585827d,0
C18_25935396,0
C18_25c88e42,0
C18_262c8681,0
C18_26b3c7a7,0
C18_26ea54dc,0
C18_2804effd,0
C18_281769c2,0
C18_28ebd359,0
C18_29907d97,0
C18_29b0e3e5,0
C18_23fb8a75,0
C18_1304f63b,0
C18_13145934,0
C18_135c06e9,0
C18_1362b051,0
C18_140bbba0,0
C18_1445a5e9,0
C18_1490697e,0
C18_157482f0,0
C18_15a36060,0
C18_15a4e6dd,0
C18_15bb350b,0
C18_15fa1f82,0
C18_1c130afa,0
C18_166a4729,0
C18_167708ca,0
C18_16f4f19b,0
C18_17a67eff,0
C18_181879d3,0
C18_1866f3bc,0
C18_1999bae9,0
C18_19fec6cc,0
C18_1a66fb6f,0
C18_1a9f6745,0
C18_1adff463,0
C18_1bae7658,0
C18_1616f155,0
C18_9d83e7f2,0
C18_9dde83ca,0
C18_9df49ecd,0
C18_9e4517be,0
C18_9ef8c1e3,0
C18_9efc6015,0
C18_a00a189e,0
C18_a04c6d9a,0
C18_a086cf41,0
C18_a08a8778,0
C18_a0f3a3dc,0
C18_5d93f8ab,0
C18_a1d0cc4f,0
C18_a2157fe3,0
C18_a30a2069,0
C18_a4667218,0
C18_a4dd5669,0
C18_a53934cb,0
C18_a573334c,0
C18_a58f62db,0
C18_a5bb7b8a,0
C18_a62ebaa8,0
C18_a6f5dd38,0
C18_a70ca30e,0
C18_a10c0817,0
C18_906ff5cb,0
C18_912c7e21,0
C18_92555263,0
C18_93449356,0
C18_93b0d1d7,0
C18_93e0e949,0
C18_95e4ca74,0
C18_95eca0df,0
C18_95f11b33,0
C18_963139a7,0
C18_966c77d8,0
C18_96af95cc,0
C18_9d3171e9,0
C18_97b81540,0
C18_97ec19bd,0
C18_983878fb,0
C18_9880032b,0
C18_98bf96cf,0
C18_98c4d3e0,0
C18_98ff11f4,0
C18_9943b99f,0
C18_9a89698e,0
C18_9bf8ffef,0
C18_9c9da140,0
C18_9cd2305d,0
C18_97029569,0
C18_b49c9b63,0
C18_b4cf6245,0
C18_b567f2ed,0
C18_b608c073,0
C18_b6c7c5c3,0
C18_b76fb0de,0
C18_b7df68cc,0
C18_b8c1a741,0
C18_b9f82cf2,0
C18_bae38128,0
C18_bbd47c2a,0
C18_a78bd508,0
C18_bbf70d82,0
C18_bc48b783,0
C18_bc5a0ff7,0
C18_bc6f1d9c,0
C18_bc836583,0
C18_bc95fbcf,0
C18_bd17c3da,0
C18_bddb82d3,0
C18_be07c275,0
C18_be457d6e,0
C18_be645006,0
C18_befd6e69,0
C18_bbdd12dc,0
C18_a7a5c186,0
C18_a7ccaded,0
C18_a7cf409e,0
C18_a7e06874,0
C18_a863ac26,0
C18_a866c2a1,0
C18_a8f42b59,0
C18_ab194a92,0
C18_ab78c7f7,0
C18_ab7d03ab,0
C18_abc718ac,0
C18_ad19d8d8,0
C18_b486119d,0
C18_ade68c22,0
C18_ae09efbe,0
C18_ae46962e,0
C18_b04e4670,0
C18_b0a0fca9,0
C18_b133fcd4,0
C18_b238b9bc,0
C18_b2e570f5,0
C18_b34aa802,0
C18_b3e92443,0
C18_b3fe34a4,0
C18_b4270c3a,0
C18_adad417c,0
C18_68e9ac81,0
C18_698d1c68,0
C18_69d8c303,0
C18_6a58e423,0
C18_6a74e011,0
C18_6de7a3ee,0
C18_6e200add,0
C18_6e4ecdd3,0
C18_6ef5c311,0
C18_6fc84bfb,0
C18_6fe9da0c,0
C18_901e19dc,0
C18_70d0f5f9,0
C18_7119e567,0
C18_713e6091,0
C18_7181ccc8,0
C18_718ffb5e,0
C18_72002960,0
C18_744ad4a0,0
C18_74ef3502,0
C18_74fc71da,0
C18_752d8b8a,0
C18_75b10451,0
C18_75edcf1f,0
C18_701d695d,0
C18_5de94169,0
C18_5e5b3998,0
C18_5e8bcf8b,0
C18_5edd90de,0
C18_5f2d60ad,0
C18_607d062b,0
C18_61d51f71,0
C18_61f32b0a,0
C18_62f549e8,0
C18_6305316f,0
C18_63226d20,0
C18_637510ea,0
C18_6830a76e,0
C18_63cdbb21,0
C18_63e4be9d,0
C18_642f2610,0
C18_6477f501,0
C18_658dca4c,0
C18_65979fb7,0
C18_659bdb63,0
C18_65a2ac26,0
C18_65c9624a,0
C18_66c3058a,0
C18_66fcfcc7,0
C18_670f513e,0
C18_63aa00dd,0
C18_836a67dd,0
C18_84eb7a34,0
C18_8687deed,0
C18_86b4c7aa,0
C18_86b4fc22,0
C18_87105aa9,0
C18_873af5c4,0
C18_876521e0,0
C18_87c6f83c,0
C18_87c9f30d,0
C18_87fd936e,0
C18_769fc695,0
C18_88b0e440,0
C18_891589e7,0
C18_893857db,0
