特征名,重要性
C21_11da5050,0
C21_12200697,0
C21_1242136d,0
C21_1266f168,0
C21_12965bb8,0
C21_15414e28,0
C21_12d020a9,0
C21_134f1e70,0
C21_13530739,0
C21_1380864e,0
C21_139f7201,0
C21_13d108d4,0
C21_14096b25,0
C21_1419c3fc,0
C21_142a0df6,0
C21_146116a0,0
C21_147fe322,0
C21_153b1e66,0
C21_12b37cf4,0
C21_223ac9b7,0
C21_22436b42,0
C21_22601592,0
C21_22c87beb,0
C21_233f0d38,0
C21_23686002,0
C21_237b756b,0
C21_23b77c69,0
C21_23cf403a,0
C21_23ef4289,0
C21_241a1c48,0
C21_1c6ba3ba,0
C21_247d582f,0
C21_24838d48,0
C21_24da1a62,0
C21_24fe27f9,0
C21_25609db7,0
C21_258492cf,0
C21_25d33db6,0
C21_261d3c15,0
C21_262b3f59,0
C21_26394822,0
C21_265de063,0
C21_2683ca3d,0
C21_242bb710,0
C21_1ceb5991,0
C21_1cedb306,0
C21_1d1393f4,0
C21_1d4696ef,0
C21_1d67143f,0
C21_1d970d19,0
C21_1db6d422,0
C21_1e20e6fa,0
C21_1e3227a8,0
C21_1e5dd970,0
C21_1eb457e7,0
C21_1f29d65f,0
C21_21d59fb6,0
C21_1f9e1e30,0
C21_1fe24a90,0
C21_1fe472e2,0
C21_20062612,0
C21_20290c31,0
C21_202e68c5,0
C21_204382b1,0
C21_20aab51b,0
C21_214a6ee3,0
C21_216374f4,0
C21_21756f76,0
C21_21c9516a,0
C21_1f6ec854,0
C21_5316a17f,0
C21_5337a20b,0
C21_53807e3f,0
C21_5397839b,0
C21_53c847dd,0
C21_53cb3c2b,0
C21_53fbce39,0
C21_5474d0a7,0
C21_547c058f,0
C21_5498276f,0
C21_54d0b766,0
C21_38afe1b5,0
C21_54f59a22,0
C21_5514da30,0
C21_5524f7c3,0
C21_553a9125,0
C21_55486e2e,0
C21_55e899dd,0
C21_55eddbf2,0
C21_565b9e6e,0
C21_565fcd66,0
C21_57272c15,0
C21_572bdde8,0
C21_57c90cd9,0
C21_54d8bb06,0
C21_4c8dd4d4,0
C21_4cb317c8,0
C21_4cd20f85,0
C21_4d5231d9,0
C21_4d761302,0
C21_4deadf73,0
C21_4e14161a,0
C21_4e37c79c,0
C21_4eb95bd4,0
C21_4ed90330,0
C21_4f1aa25f,0
C21_4f91029f,0
C21_52fe2063,0
C21_5108c5c1,0
C21_513bb387,0
C21_5155d8a3,0
C21_51abdea4,0
C21_51b8f79e,0
C21_51e1dabe,0
C21_52252402,0
C21_52327e57,0
C21_523b54de,0
C21_52b87c6a,0
C21_52fa6318,0
C21_52fde8ea,0
C21_4fa596a8,0
C21_5c7c443c,0
C21_5c80a95d,0
C21_5c9f4f9b,0
C21_5d012b35,0
C21_5d1e58e8,0
C21_5d87fa32,0
C21_5dc9a057,0
C21_5df9af5f,0
C21_5e15fd0d,0
C21_5e1b7f2a,0
C21_5e6e99af,0
C21_57d0811b,0
C21_5e7c0f30,0
C21_5e9baaea,0
C21_5eaef405,0
C21_5ed168cf,0
C21_5f0fcebd,0
C21_5f405af8,0
C21_5f957280,0
C21_5fe17899,0
C21_602ce342,0
C21_605305ee,0
C21_6064673f,0
C21_60cc6d6c,0
C21_5e78e8a5,0
C21_57f05360,0
C21_5851ca53,0
C21_587b2879,0
C21_58a9b2cf,0
C21_58b437de,0
C21_58bf1e98,0
C21_58d08d44,0
C21_58f22221,0
C21_5911ddcb,0
C21_5954ee5c,0
C21_598342cf,0
C21_5a1f6c27,0
C21_5c77814d,0
C21_5a5953a2,0
C21_5a62eabd,0
C21_5a634328,0
C21_5a8fe828,0
C21_5a9032d6,0
C21_5b08eee1,0
C21_5b4aa781,0
C21_5be95fc1,0
C21_5c089638,0
C21_5c2f9a8c,0
C21_5c50acc2,0
C21_5c6c011e,0
C21_5a345791,0
C21_3cf3f609,0
C21_3d3c217e,0
C21_3db17de9,0
C21_3db32b15,0
C21_3dd09d1e,0
C21_3dd38d65,0
C21_3df2213d,0
C21_3e711d83,0
C21_3edc9deb,0
C21_3ee29a07,0
C21_3f5d7bc9,0
C21_4c744d03,0
C21_3fcdec93,0
C21_40154c14,0
C21_401cac5f,0
C21_404e2c40,0
C21_404e8b8d,0
C21_405920eb,0
C21_4063500f,0
C21_4074f7f4,0
C21_4086176e,0
C21_40acbeb3,0
C21_40b5257c,0
C21_41176801,0
C21_3fb2176a,0
C21_38d30bf3,0
C21_38dd638e,0
C21_39059201,0
C21_390a66d6,0
C21_396d139c,0
C21_39a2bba6,0
C21_39c6c2a8,0
C21_3a53b5c2,0
C21_3a7e9252,0
C21_3ac3851e,0
C21_3ac6b01f,0
C21_3aead2c1,0
C21_3cd65972,0
C21_3b203ca1,0
C21_3b226dea,0
C21_3b689f8a,0
C21_3b821fbc,0
C21_3bcaa285,0
C21_3c1a8dd8,0
C21_3c1c3cfc,0
C21_3c35236f,0
C21_3c46d316,0
C21_3c482138,0
C21_3c7bd30d,0
C21_3cc97a01,0
C21_3b1ae854,0
C21_47214062,0
C21_4763d16f,0
C21_47ce3308,0
C21_47d046aa,0
C21_47d2397d,0
C21_47e8548b,0
C21_47ed3c6c,0
C21_48576321,0
C21_486fd8a5,0
C21_48719650,0
C21_49ddbd85,0
C21_41253beb,0
C21_4a12de55,0
C21_4a5610c1,0
C21_4ab4ce41,0
C21_4ab81d96,0
C21_4b006638,0
C21_4b4716a2,0
C21_4b908c19,0
C21_4bab48f8,0
C21_4bd302c7,0
C21_4bd7cc79,0
C21_4c14738f,0
C21_4c501de5,0
C21_49ffca9c,0
C21_413e6f0b,0
C21_41621ca7,0
C21_4172790f,0
C21_41e7a5c1,0
C21_42475d4e,0
C21_424af181,0
C21_42584677,0
C21_428cc7c7,0
C21_429ddd48,0
C21_42b9b660,0
C21_433df557,0
C21_4357c90d,0
C21_4719ade0,0
C21_43809027,0
C21_4435a274,0
C21_4535af10,0
C21_454499f0,0
C21_45981ea0,0
C21_45b79504,0
C21_45fdf300,0
C21_45ff82a6,0
C21_4645d72c,0
C21_465d984f,0
C21_46af0015,0
C21_46da9a39,0
C21_437c4394,0
C4_831d273a,0
C4_835b2efc,0
C4_837ab0f2,0
C4_838c703b,0
C4_84019174,0
C4_847fce2d,0
C4_84e075be,0
C4_84ef568e,0
C4_85014ebd,0
C4_8510f416,0
C4_851897da,0
C12_a5ab10e6,0
C4_85a4691c,0
C4_85dd697c,0
C4_862b5ba0,0
C4_8638e8ae,0
C4_867d05be,0
C4_86a0fda7,0
C4_86b04b09,0
C4_86b979e3,0
C4_87346efd,0
C4_878735a2,0
C4_87df9185,0
C4_8820c221,0
C4_8554d277,0
C4_7be07df9,0
C4_7bfb40c0,0
C4_7c1458f0,0
C4_7c15fa92,0
C4_7c482969,0
C4_7c63eb56,0
C4_7c6fadba,0
C4_7cb07a1c,0
C4_7cc4f99a,0
C4_7ccee479,0
C4_7ce39f04,0
C4_7d0ca3f1,0
C4_8302a926,0
C4_80276bc2,0
C4_802d2f7c,0
C4_807db0cb,0
C4_80b636bf,0
C4_80d8555a,0
C4_8109cfaa,0
C4_81e71114,0
C4_81f090b4,0
C4_81fc4ddd,0
C4_8203c75e,0
C4_82a61820,0
C4_82b259b6,0
C4_7e5d5281,0
C4_8d3458db,0
C4_8d7c66f1,0
C4_8d8188a0,0
C4_8e068c13,0
C4_8e5b38d8,0
C4_8e612ef6,0
C4_8e674fcf,0
C4_8e9a3d02,0
C4_8eb681c0,0
C4_8eb9aec7,0
C4_8f667b75,0
C4_889c6b49,0
C4_904bc2bc,0
C4_906433d5,0
C4_90befb67,0
C4_90c72fb4,0
C4_90f40919,0
C4_91048080,0
C4_910d0c78,0
C4_9163edd0,0
C4_91e21b29,0
C4_91e6318a,0
C4_9214a1c7,0
C4_928f610c,0
C4_902872c9,0
C4_88c3c922,0
C4_88d64ca2,0
C4_88e439d9,0
C4_894b5cc5,0
C4_8960446a,0
C4_89755d05,0
C4_897c47ad,0
C4_89ebd875,0
C4_8a49d676,0
C4_8a8d0597,0
C4_8aa79bee,0
C4_8ae8b275,0
C4_8d164e53,0
C4_8af704a1,0
C4_8b4b2ae7,0
C4_8b75ff29,0
C4_8b78b687,0
C4_8bbea39a,0
C4_8bbfe05b,0
C4_8bcf4b56,0
C4_8bfcfde9,0
C4_8c1441bf,0
C4_8c66cb26,0
C4_8c8a4c47,0
C4_8d0c7214,0
C4_8aea8ae9,0
C4_6aacab46,0
C4_6ad68ce1,0
C4_6adc4957,0
C4_6af132a7,0
C4_6b187eb0,0
C4_6bb27684,0
C4_6bbfca0f,0
C4_6c40e205,0
C4_6c41db97,0
C4_6c9a7bdf,0
C4_6d238700,0
C4_7bc39d4a,0
C4_6ea0a160,0
C4_6eabba09,0
C4_6f010e2b,0
C4_6f0ed6cb,0
C4_6fad4c40,0
C4_6fc4f0c4,0
C4_6fe3d332,0
C4_6ffc8f28,0
C4_7031bb66,0
C4_7040bbcf,0
C4_711c0624,0
C4_71c47f65,0
C4_6d5dd203,0
C4_64befbe5,0
C4_64e16465,0
C4_650cc93b,0
C4_651d542f,0
C4_65723153,0
C4_657dc3b9,0
C4_65cc5758,0
C4_65e97d66,0
C4_65ee5fae,0
C4_65f36fbb,0
C4_661e7e89,0
C4_66265d86,0
C4_6a724007,0
C4_67d4b901,0
C4_6818502a,0
C4_681bd079,0
C4_688f98ae,0
C4_68ad052c,0
C4_68fb546c,0
C4_69040d07,0
C4_690712bd,0
C4_6a14f9b9,0
C4_6a19153c,0
C4_6a61afdb,0
C4_6a6fd8a9,0
C4_66ca6f9c,0
C4_77ec4111,0
C4_780558c9,0
C4_783deeae,0
C4_7846ae91,0
C4_78916ad5,0
C4_78f2622d,0
C4_78f5dce1,0
C4_78fca37b,0
C4_792bc2c0,0
C4_794fc893,0
C4_7967fcf5,0
C4_71f59793,0
C4_79ca612e,0
C4_79e79159,0
C4_7a5fc78c,0
C4_7a719f12,0
C4_7a739d42,0
C4_7a9b3cbc,0
C4_7ac71475,0
C4_7ada4047,0
C4_7b3460d9,0
C4_7b4723c4,0
C4_7b54507d,0
C4_7b6ae36d,0
C4_798823de,0
C4_723f05bd,0
C4_725f63f7,0
C4_726af275,0
C4_727032f0,0
C4_728d8e1d,0
C4_72cd3b54,0
C4_72eba1ac,0
C4_738c4ecf,0
C4_73a88631,0
C4_73ad28a8,0
C4_73b7d654,0
C4_73ecb1f8,0
C4_77a460f8,0
C4_745b89d9,0
C4_745c6c18,0
C4_74c01727,0
C4_74f47c67,0
C4_759c4a2e,0
C4_75a365a9,0
C4_75f5605c,0
C4_76bbce8c,0
C4_76c5ba61,0
C4_76f73f08,0
C4_770e7839,0
C4_7775ae9a,0
C4_73fec7fb,0
C4_b10dae38,0
C4_b121ea7d,0
C4_b1231540,0
C4_b125f81c,0
C4_b180f466,0
C4_b1a4c591,0
C4_b1c1e580,0
C4_b2248c5d,0
C4_b248863d,0
C4_b2a9214d,0
C4_b2d904c7,0
C4_9361a5a7,0
C4_b373ad8c,0
C4_b3979127,0
C4_b3bd7cc7,0
C4_b3e1bd32,0
C4_b40012b1,0
C4_b4285a99,0
C4_b457564b,0
C4_b46a6c09,0
C4_b4b00886,0
C4_b503a661,0
C4_b5f7c643,0
C4_b6164e3e,0
C4_b2e9811a,0
C4_ac1667dd,0
C4_ac975db6,0
C4_ac9bd079,0
C4_acaa5583,0
C4_acc1e89e,0
C4_ad1b5124,0
C4_ad4b9787,0
C4_ad9aa9fd,0
C4_adef24d7,0
C4_adf9de80,0
C4_ae574c8f,0
C4_ae598693,0
C4_b0f95598,0
C4_aec26fff,0
C4_aed10816,0
C4_afc51644,0
C4_afc54bd9,0
C4_afe92929,0
C4_b020f676,0
C4_b0714e74,0
C4_b0793367,0
C4_b09fbd40,0
C4_b0a4d1e3,0
C4_b0ed6de7,0
C4_b0f8973c,0
C4_aeadef67,0
C4_bd6ffe0f,0
C4_bd97eb27,0
C4_bdc301e2,0
C4_bdcfffba,0
C4_be11c12b,0
C4_be13fbd1,0
C4_be1e3ec7,0
C4_be4cb064,0
C4_be56e9d2,0
C4_be6acf46,0
C4_bebf4e46,0
C4_b66d15e3,0
C4_bf1e296a,0
C4_bf4c29d3,0
C4_bf536db3,0
C4_bf9c6be1,0
C4_bfe24cb7,0
C4_c046b136,0
C4_c047619e,0
C4_c0c8ad07,0
C4_c0ffce15,0
C4_c1a3acf5,0
C4_c28c9951,0
C4_c2fcecf6,0
C4_bf0b19a8,0
C4_b670b5eb,0
C4_b6b30371,0
C4_b70e40c9,0
C4_b733e495,0
C4_b742bcc4,0
C4_b75edf99,0
C4_b7ab56a2,0
C4_b92573a3,0
C4_b931030b,0
C4_b993affa,0
C4_b9c629a9,0
C4_ba229df2,0
C4_bd6487d2,0
C4_bb031107,0
C4_bb061875,0
C4_bb43c97b,0
C4_bb729a93,0
C4_bb8645c3,0
C4_bc59b856,0
C4_bc8d1aa6,0
C4_bc93ba48,0
C4_bc9fc40e,0
C4_bcf28591,0
C4_bd008dec,0
C4_bd334821,0
C4_ba7cdb66,0
C4_993da2c2,0
C4_99440d3f,0
C4_9981744f,0
C4_99944ac5,0
C4_99cbea63,0
C4_99d22d4b,0
C4_9a2cc464,0
C4_9a6888fb,0
C4_9a9e28f2,0
C4_9b0d812f,0
C4_9b72ea3a,0
C4_ac0f3b32,0
C4_9bb11257,0
C4_9bbf6db9,0
C4_9bc7c818,0
C4_9c52223c,0
C4_9c6d05a0,0
C4_9c8a4f38,0
C4_9ccd40b7,0
C4_9ce24ab2,0
C4_9d31eb6b,0
C4_9d9bab91,0
C4_9db2ef85,0
C4_9ddc492e,0
C4_9ba30a3c,0
C4_938d1e72,0
C4_93c57790,0
C4_9432f5f9,0
C4_9449965d,0
C4_94af87d4,0
C4_94fb8c54,0
C4_95125f0b,0
C4_953f038f,0
C4_9581b80f,0
C4_9597bbfa,0
C4_95e5d0b6,0
C4_96302ef8,0
C4_98ed50c4,0
C4_96ba22aa,0
C4_96dc7a08,0
C4_96febccd,0
C4_971b9e1f,0
C4_9725d851,0
C4_97a254e1,0
C4_97c0cf28,0
C4_97c8aac8,0
C4_97ce69e9,0
C4_97ceb02f,0
C4_983fb1c7,0
C4_98b100e5,0
C4_96499402,0
C4_a4b9d958,0
C4_a4ce4f57,0
C4_a539d4fc,0
C4_a54c061b,0
C4_a57ad9c3,0
C4_a6707f4d,0
C4_a67afb96,0
C4_a68c4a38,0
C4_a6cb5175,0
C4_a754f0ee,0
C4_a7894c94,0
C4_9dde01fd,0
C4_a92a2097,0
C4_aa22b40a,0
C4_aa65a61e,0
C4_aa6bd3ea,0
C4_ab144713,0
C4_ab15bbe8,0
C4_ab38c040,0
C4_ab4bb209,0
C4_ab505fc9,0
C4_ab93ac21,0
C4_abb8e18e,0
C4_abef9a16,0
C4_a8f78abd,0
C4_9df713e3,0
C4_9e2401c7,0
C4_9ec95656,0
C4_9ef88074,0
C4_9f43a1b5,0
C4_9f94f6ac,0
C4_9fcedc56,0
C4_9fe1748a,0
C4_a01d631a,0
C4_a0640cda,0
C4_a077695a,0
C4_a089e42f,0
C4_a4456f7e,0
C4_a11aa66e,0
C4_a14a1bd1,0
C4_a1e6a194,0
C4_a2280e0a,0
C4_a2311e34,0
C4_a27d6ee0,0
C4_a2d1bdf1,0
C4_a3048ee7,0
C4_a33c37d0,0
C4_a374d428,0
C4_a37b74f7,0
C4_a42c24d9,0
C4_a09fab49,0
C4_1e0ec6a2,0
C4_1e5e2162,0
C4_1e649932,0
C4_1e8e99f2,0
C4_1f8fb20a,0
C4_1fa11a90,0
C4_1fbb595c,0
C4_1fc0062e,0
C4_1fd32458,0
C4_1feec812,0
C4_2021514b,0
C4_64712dc5,0
C4_207ae8c2,0
C4_20af9140,0
C4_21048de1,0
C4_2181fc9c,0
C4_2192038e,0
C4_21ba4f1d,0
C4_2201c6a5,0
C4_22504558,0
C4_2285b076,0
C4_23272129,0
C4_23b840ab,0
C4_244734e5,0
C4_202fca20,0
C4_172ebff7,0
C4_17615fcd,0
C4_17e9c67f,0
C4_184d2b01,0
C4_187dc42d,0
C4_192998db,0
C4_19472c1b,0
C4_1950acf1,0
C4_195297b9,0
C4_195aa7ef,0
C4_196060ff,0
C4_1961e63f,0
C4_1e05994e,0
C4_1a0df586,0
C4_1aab3757,0
C4_1ac897b5,0
C4_1b69e68d,0
C4_1bfb072a,0
C4_1c514615,0
C4_1d134ad6,0
C4_1d1ef5f1,0
C4_1d25bf0c,0
C4_1da9b467,0
C4_1dc23ca3,0
C4_1de16579,0
C4_19fca40f,0
C4_2ac9344f,0
C4_2afc9b85,0
C4_2b14b0ab,0
C4_2b29fd00,0
C4_2c2b7368,0
C4_2c2de8b3,0
C4_2d49483c,0
C4_2d618c4e,0
C4_2dd6c68d,0
C4_2dfe2d90,0
C4_2e17d6f6,0
C4_24854066,0
C4_2e4c7112,0
C4_2e7596f6,0
C4_2ecaeb75,0
C4_2f0d1024,0
C4_2f1b2c1d,0
C4_2f91f54d,0
C4_30b862e7,0
C4_30d1c86c,0
C4_30d9fc77,0
C4_30f831be,0
C4_31749cbb,0
C4_31d4aa3d,0
C4_2e31cf94,0
C4_24b7fac2,0
C4_24d89f30,0
C4_250a1f5b,0
C4_253ed676,0
C4_2566f1d2,0
C4_266d187a,0
C4_266fa7f2,0
C4_26ac5cc6,0
C4_276ba120,0
C4_2788fed8,0
C4_27ed03a2,0
C4_2800edf1,0
C4_2aaecb15,0
C4_28625509,0
C4_28c02b35,0
C4_28efe861,0
C4_28f6f331,0
C4_29859b14,0
C4_29998ed1,0
C4_29c7bac3,0
C4_2a35d8c7,0
C4_2a53a874,0
C4_2a58f8a3,0
C4_2a5a966c,0
C4_2a85afd5,0
C4_2849adaa,0
C4_08694bce,0
C4_087cb9c9,0
C4_09003f7b,0
C4_0986ba40,0
C4_09d48e89,0
C4_09dc36f2,0
C4_09e15c8c,0
C4_09e3cd5a,0
C4_09f7d6db,0
C4_0a0e9160,0
C4_0a5a0e77,0
C4_16fe249c,0
C4_0a8cd7bc,0
C4_0aa96788,0
C4_0aab7931,0
C4_0ac867b8,0
C4_0ad2ad70,0
C4_0ad51924,0
C4_0ae423e0,0
C4_0b1ad9da,0
C4_0c1bb164,0
C4_0c68a9fd,0
C4_0c7d3ad2,0
C4_0c8cc302,0
C4_0a5de462,0
C4_017421d4,0
C4_02195b1d,0
C4_02203ded,0
C4_0238f4cd,0
C4_02d9566a,0
C4_03138509,0
C4_031bba14,0
C4_0327824a,0
C4_032e9f84,0
C4_0365276a,0
C4_03a10626,0
C4_03e9d473,0
C4_084ba8e7,0
C4_05024666,0
C4_051f5cad,0
C4_0594a503,0
C4_0677f118,0
C4_06ae4613,0
C4_06b1cf6e,0
C4_06ce4c4a,0
C4_077ac770,0
C4_07885f40,0
C4_079955f5,0
C4_07fcc7b6,0
C4_0849f7d1,0
C4_0414a694,0
C4_1233b8ac,0
C4_1258049c,0
C4_12b193b5,0
C4_12c911a7,0
C4_1301eb98,0
C4_13508380,0
C4_136ff514,0
C4_137c3f5d,0
C4_13a91973,0
C4_149d562b,0
C4_14a74146,0
C4_0cf0c892,0
C4_14f195ab,0
C4_1510d4b3,0
C4_151438cd,0
C4_15c92ddb,0
C4_15e73a19,0
C4_1601be24,0
C4_16659585,0
C4_169ffff5,0
C4_16b922ed,0
C4_16c6592a,0
C4_16e81901,0
C4_16f94287,0
C4_14bfebf4,0
C4_0d0ae4e6,0
C4_0d69fcf9,0
C4_0d8c5f24,0
C4_0da47a9b,0
C4_0e5acd1d,0
C4_0e833929,0
C4_0ec5f1d2,0
C4_0f2dd3b0,0
C4_0f3dac4c,0
C4_0f71bc98,0
C4_0fa0d423,0
C4_0fe3165a,0
C4_12100c35,0
C4_102227ff,0
C4_1027da72,0
C4_1033cc11,0
C4_10698b65,0
C4_108b5db7,0
C4_10b2deb6,0
C4_10d65c35,0
C4_10e91261,0
C4_1125737f,0
C4_116c7f59,0
C4_117886ba,0
C4_120fc607,0
C4_0fe8b362,0
C4_4fd191d6,0
C4_4fe633ee,0
C4_50050b52,0
C4_500c52be,0
C4_501c4bfd,0
C4_5024ec42,0
C4_5031d726,0
C4_50674731,0
C4_515db406,0
C4_5199c201,0
C4_51bf3a8f,0
C4_320ac1d5,0
C4_51c8777a,0
C4_51fff761,0
C4_5214fda3,0
C4_52566d96,0
C4_528cb4b1,0
C4_52a787c8,0
C4_52de4a58,0
C4_52e2204b,0
C4_530550ae,0
C4_53725276,0
C4_53a5d493,0
C4_53aa3ec9,0
C4_51c64c6d,0
C4_49e4bf07,0
C4_49f58e09,0
C4_4a8fb058,0
C4_4aa1085f,0
C4_4ab0c6e1,0
C4_4b481a7b,0
C4_4b627966,0
C4_4b827a54,0
C4_4b930c6a,0
C4_4c942c6d,0
C4_4cbdb91b,0
C4_4d259ef4,0
C4_4f938621,0
C4_4de28b82,0
C4_4e1252a7,0
C4_4e353d3a,0
C4_4e4c5a3d,0
C4_4e6d68be,0
C4_4e81cc05,0
C4_4e95f192,0
C4_4ea9d392,0
C4_4eadb673,0
C4_4ebf84f3,0
C4_4f3d2a99,0
C4_4f6dd7c9,0
C4_4d25e6ce,0
C4_5cc8f91d,0
C4_5ce5db23,0
C4_5d077156,0
C4_5d1e2e57,0
C4_5d5ca56d,0
C4_5dbf0cc5,0
C4_5deac079,0
C4_5dff9b29,0
C4_5e3f376c,0
C4_5e607021,0
C4_5f7bee64,0
C4_5400db8b,0
C4_5fd33e0c,0
C4_5fd8c451,0
C4_60d5f5a7,0
C4_60db469b,0
C4_6267c936,0
C4_62b4602e,0
C4_62bf559a,0
C4_62c6f784,0
C4_62e53fd1,0
C4_62eb6103,0
C4_63c3ee02,0
C4_643a1451,0
C4_5fb2af39,0
C4_54b02c7b,0
C4_54f172ad,0
C4_55c67188,0
C4_55cf9503,0
C4_55db6044,0
C4_55efee58,0
C4_561e9402,0
C4_56e6ecbd,0
C4_56e826a2,0
C4_570f4eba,0
C4_5714e30c,0
C4_5733676f,0
C4_5c78a95b,0
C4_58ed2ff8,0
C4_591ce327,0
C4_59504ac4,0
C4_5974d6bc,0
C4_59c1c7e2,0
C4_5a7fb25b,0
C4_5a87357b,0
C4_5ad7dd0e,0
C4_5b2a7e55,0
C4_5b392af8,0
C4_5b5365b2,0
C4_5be5ba63,0
C4_5792ec09,0
C4_37718639,0
C4_37dff460,0
C4_386b0ca5,0
C4_38a61beb,0
C4_38c6a2ff,0
C4_38d20f75,0
C4_3900f4d2,0
C4_3908de9b,0
C4_394ee067,0
C4_397511a3,0
C4_39b2a715,0
C4_49c93c61,0
C4_39efd1a9,0
C4_3a226f79,0
C4_3b5eac6d,0
C4_3b5f7b7a,0
C4_3bc43aaf,0
C4_3beb8147,0
C4_3bece18f,0
C4_3bee9ada,0
C4_3bfd426a,0
C4_3c6752bd,0
C4_3cab5e13,0
C4_3cdc525d,0
C4_39ec3719,0
C4_327970ed,0
C4_328b42c3,0
C4_32a55192,0
C4_33857c75,0
C4_33a72095,0
C4_3401bb69,0
C4_34257348,0
C4_343f8ed3,0
C4_347b0e1d,0
C4_34d81946,0
C4_3517881a,0
C4_352cefe6,0
C4_376e04b2,0
C4_35ccb512,0
C4_35d9e6fe,0
C4_35f06b21,0
C4_360e6d7d,0
C4_36375a46,0
C4_3648949c,0
C4_36722301,0
C4_36a05f39,0
C4_36bd87ff,0
C4_36c6ac25,0
C4_36f6f194,0
C4_373c404a,0
C4_35b598a9,0
C4_44937789,0
C4_44e85b8f,0
C4_45000d9c,0
C4_457bf85d,0
C4_459e04e9,0
C4_45cd5d4f,0
C4_45e7b9c6,0
C4_4633a7b1,0
C4_4644496c,0
C4_465f621b,0
C4_46b62008,0
C4_46ec0a38,0
C4_3d513154,0
C4_4750d676,0
C4_476c6f02,0
C4_4842a03d,0
C4_488f0a87,0
C4_48bd2f24,0
C4_49045e9d,0
C4_490f5e56,0
C4_492cb7bc,0
C4_494a1f30,0
C4_4962b7b8,0
C4_49663301,0
C4_496b4b7b,0
C4_46fde708,0
C4_3d9541ed,0
C4_3e2bfbda,0
C4_3e7a8c22,0
C4_3e84bddd,0
C4_3e899880,0
C4_3ee79af4,0
C4_3f730af9,0
C4_3f86bbc4,0
C4_3fee2b13,0
C4_40728eaf,0
C4_40ed41e5,0
C4_410e2607,0
C4_4437fda1,0
C4_41757859,0
C4_41afcc19,0
C4_41ddee28,0
C4_425b95ac,0
C4_428cff52,0
C4_42aafe6d,0
C4_42add5d0,0
C4_42d9d78d,0
C4_42f176ba,0
C4_431a5096,0
C4_43c8dd6c,0
C4_442264e6,0
C4_41274cd7,0
C7_3babeb61,0
C7_3c07cb63,0
C7_3cab4fc4,0
C7_3ce91fbf,0
C7_3cf1ccde,0
C7_3d067f68,0
C7_3d2d40a8,0
C7_3d384ecf,0
C7_3d4f5cb7,0
C7_3d63f4e6,0
C7_3e36122e,0
C4_c35b84a2,0
C7_3f0b24b0,0
C7_3f35b640,0
C7_3f4c6e44,0
C7_3f4ec687,0
C7_3fd38f3b,0
C7_404415c2,0
C7_40635b15,0
C7_407438c8,0
C7_40947335,0
C7_410c07be,0
C7_417ee83b,0
C7_41c90306,0
C7_3e6ff6cf,0
C7_34ffc80f,0
C7_3527bb7c,0
C7_356a3686,0
C7_3598a741,0
C7_3608c781,0
C7_3625d5b8,0
C7_3668fc4e,0
C7_36862899,0
C7_36a49eb9,0
C7_36a88c96,0
C7_36b796aa,0
C7_36d2d945,0
C7_3ba5eec4,0
C7_372a0c4c,0
C7_380ff345,0
C7_38850d41,0
C7_38ae26b9,0
C7_38eb9cf4,0
C7_38eec06c,0
C7_394bde93,0
C7_397def4e,0
C7_39a57971,0
C7_3a088c7d,0
C7_3aaa5b43,0
C7_3b93bd7b,0
C7_37044a3d,0
C7_4813a129,0
C7_484f647e,0
C7_48618fe6,0
C7_48b70cb6,0
C7_48db53e5,0
C7_49042125,0
C7_494efe74,0
C7_49b74ebc,0
C7_4a45f6c5,0
C7_4a5f8682,0
C7_4a669be7,0
C7_41e6f3d3,0
C7_4a990549,0
C7_4aa938fc,0
C7_4ac9db9e,0
C7_4adf7f9f,0
C7_4af3481d,0
C7_4b0cab49,0
C7_4b115a24,0
C7_4b219154,0
C7_4b3c7cfe,0
C7_4b90fefd,0
C7_4bc6ffea,0
C7_4bca059f,0
C7_4a6c02fb,0
C7_41f01e8e,0
C7_423ac2e7,0
C7_424fbb9a,0
C7_42cdd679,0
C7_435d67dd,0
C7_436fc57e,0
C7_439821b4,0
C7_43b59c37,0
C7_43cd73ec,0
C7_43e336b7,0
C7_44fb02c7,0
C7_45607029,0
C7_47d65a75,0
C7_45e063a0,0
C7_460e24e0,0
C7_46319bad,0
C7_4637152d,0
C7_4642c514,0
C7_4655cd35,0
C7_468a0854,0
C7_468f29c4,0
C7_46ea0a60,0
C7_4757b5b9,0
C7_47802627,0
C7_47aa6d2e,0
C7_45db7ec4,0
C7_262c51d4,0
C7_26a2de7b,0
C7_26a81064,0
C7_271190b7,0
C7_274b6720,0
C7_27cc0b50,0
C7_27cf2f99,0
C7_27e09a2c,0
C7_2823fac6,0
C7_2829f187,0
C7_282b88fc,0
C7_34ee90db,0
C7_2856ce8c,0
C7_285ee98d,0
C7_28639f10,0
C7_28a88aa1,0
C7_28acc02a,0
C7_2903ead3,0
C7_293d71dc,0
C7_29cfd71f,0
C7_29ed3d08,0
C7_2a8c42b0,0
C7_2a9234e6,0
C7_2b195774,0
C7_283d5555,0
C7_209d1929,0
C7_20a04274,0
C7_20e8eccf,0
C7_216a1127,0
C7_218a739b,0
C7_21c0ea1a,0
C7_21f5b15a,0
C7_22009f3b,0
C7_22976346,0
C7_22eefdf2,0
C7_22f0e375,0
C7_22fd2464,0
C7_25d97f40,0
